1,2,state,id,Crime_rate,Crime_no
Dowry Deaths,382.9995679733594,Andhra Pradesh,28,0.4523677515540584,382.9995679733594
Dowry Deaths,0.6446350088170957,Arunanchal Pradesh,12,0.046624,0.6446350088170957
Dowry Deaths,217.31032520326227,Assam,18,0.6971940993785876,217.31032520326227
Dowry Deaths,1236.8173602301458,Bihar,10,1.191485656108162,1236.8173602301458
Dowry Deaths,81.07796620122204,Chhattisgarh,22,0.31745240405054853,81.07796620122204
Dowry Deaths,0.0,Goa,30,0.0,0.0
Dowry Deaths,12.09279562532139,Gujarat,24,0.020026613215955474,12.09279562532139
Dowry Deaths,212.86823321198992,Haryana,6,0.8396148508025115,212.86823321198992
Dowry Deaths,0.9188117369858841,Himachal Pradesh,2,0.013400576546838691,0.9188117369858841
Dowry Deaths,5.400785084317503,Jammu & Kashmir,1,0.04303782717594719,5.400785084317503
Dowry Deaths,337.20204758364,Jharkhand,20,1.0228708765120242,337.20204758364
Dowry Deaths,281.7333422388801,Karnataka,29,0.46087043630133906,281.7333422388801
Dowry Deaths,19.555749851162645,Kerala,32,0.05857175942837426,19.555749851162645
Dowry Deaths,667.1999606977508,Madhya Pradesh,23,0.9190390348460735,667.1999606977508
Dowry Deaths,269.4748078938747,Maharashtra,27,0.23980393425375873,269.4748078938747
Dowry Deaths,0.10135981662856741,Manipur,14,0.0037240596375489724,0.10135981662856741
Dowry Deaths,1.4396571789782955,Meghalaya,17,0.04857131508050741,1.4396571789782955
Dowry Deaths,0.0,Mizoram,15,0.0,0.0
Dowry Deaths,0.2754566876886054,Nagaland,13,0.013907725413213022,0.2754566876886054
Dowry Deaths,415.7819893093723,Odisha,21,0.990565182916266,415.7819893093723
Dowry Deaths,55.57481490244827,Punjab,3,0.20060042407395123,55.57481490244827
Dowry Deaths,486.9190697046871,Rajasthan,8,0.7095772206109218,486.9190697046871
Dowry Deaths,-0.5027400142673009,Sikkim,11,0.08272995587658483,-0.5027400142673009
Dowry Deaths,49.924610847162036,Tamil Nadu,33,0.06920617129951065,49.924610847162036
Dowry Deaths,31.894492451270214,Tripura,16,0.8688154298646871,31.894492451270214
Dowry Deaths,2371.158650352427,Uttar Pradesh,9,1.1880654888391404,2371.158650352427
Dowry Deaths,45.73416567284096,Uttarakhand,5,0.4520637223571455,45.73416567284096
Dowry Deaths,491.0793724691598,West Bengal,19,0.5375933700963971,491.0793724691598
Dowry Deaths,0.0,Andaman & Nicobar Island,35,0.0,0.0
Dowry Deaths,3.3526219831992705,Chandigarh,4,0.3178786845752452,3.3526219831992705
Dowry Deaths,92.64108359895069,Arunanchal Pradesh,12,0.046624,92.64108359895069
Dowry Deaths,0.0,Lakshadweep,31,0.0,0.0
Dowry Deaths,1.0,Puducherry,34,0.0803558801218838,1.0
Dowry Deaths,382.9995679733594,Telangana,0,0.4523677515540584,382.9995679733594
